Date Time,Price,Open,High,Low,Vol.,Change
2023-01-03 05:00:00,16725.5,16685.21,16727.72,16683.31,5214.59458,0.23888804984406597
2023-01-03 06:00:00,16727.58,16725.5,16778.4,16722.31,7123.40419,0.012436100565005326
2023-01-03 07:00:00,16729.74,16727.58,16732.64,16707.57,5504.97638,0.012912806275622302
2023-01-03 08:00:00,16715.22,16730.15,16735.84,16698.15,7060.75169,-0.08679154607303952
2023-01-03 09:00:00,16741.31,16714.77,16766.0,16714.0,6977.90665,0.15608529232640223
2023-01-03 10:00:00,16724.32,16741.22,16749.1,16721.89,5640.0479,-0.10148548709749683
2023-01-03 11:00:00,16721.03,16724.0,16737.58,16709.87,5897.45752,-0.019671950787836234
2023-01-03 12:00:00,16710.85,16721.42,16728.02,16703.0,6466.63588,-0.06088141699405192
2023-01-03 13:00:00,16725.53,16710.85,16739.93,16709.41,7567.34193,0.0878471172920614
2023-01-03 14:00:00,16661.23,16725.53,16773.0,16631.95,15670.06766,-0.38444222694288266
2023-01-03 15:00:00,16676.94,16662.08,16683.45,16617.79,12427.73835,0.0942907576451324
2023-01-03 16:00:00,16622.58,16677.54,16688.2,16611.3,10273.56889,-0.3259590788237898
2023-01-03 17:00:00,16633.65,16621.93,16644.0,16605.28,6785.77064,0.0665961601628684
2023-01-03 18:00:00,16645.08,16633.15,16653.53,16626.8,5698.95938,0.06871612664689497
2023-01-03 19:00:00,16643.37,16644.51,16657.54,16622.41,6760.83384,-0.01027330598593057
2023-01-03 20:00:00,16661.37,16643.77,16680.44,16640.4,7053.06124,0.10815117371061334
2023-01-03 21:00:00,16664.63,16661.37,16685.73,16658.36,4588.95144,0.01956621814414028
2023-01-03 22:00:00,16677.11,16664.44,16680.37,16647.71,3839.28133,0.07488915145430486
2023-01-03 23:00:00,16675.18,16677.11,16695.0,16667.16,5215.3637,-0.011572748515786824
2023-01-04 00:00:00,16660.53,16675.65,16677.15,16652.66,4922.78018,-0.08785512360287573
2023-01-04 01:00:00,16701.97,16660.53,16737.23,16657.68,9492.81204,0.248731582968853
2023-01-04 02:00:00,16736.52,16701.63,16754.52,16701.5,9182.6903,0.20686182528169006
2023-01-04 03:00:00,16862.02,16736.52,16877.65,16736.39,18306.29002,0.7498571985095959
2023-01-04 04:00:00,16860.5,16862.61,16910.98,16849.44,10155.76424,-0.009014341105040291
2023-01-04 05:00:00,16857.57,16861.05,16867.22,16840.36,6067.9004,-0.017377895080217254
2023-01-04 06:00:00,16878.18,16857.57,16880.0,16849.31,6314.32318,0.1222596139301313
2023-01-04 07:00:00,16869.44,16878.87,16891.27,16850.0,7732.26528,-0.051782834405145195
2023-01-04 08:00:00,16864.95,16869.49,16919.0,16833.5,10747.14204,-0.02661617694480478
2023-01-04 09:00:00,16844.91,16864.51,16869.7,16831.13,7428.47586,-0.11882632323251263
2023-01-04 10:00:00,16844.92,16844.69,16848.06,16832.1,6103.39721,5.93651138469653e-05
2023-01-04 11:00:00,16835.35,16845.3,16854.24,16834.42,6041.62493,-0.05681238023095281
2023-01-04 12:00:00,16812.19,16835.35,16846.95,16804.08,8292.1096,-0.137567677535666
2023-01-04 13:00:00,16828.2,16812.57,16837.34,16808.55,6632.83668,0.09522852168577511
2023-01-04 14:00:00,16830.12,16828.4,16863.09,16795.24,11666.84154,0.01140941990229738
2023-01-04 15:00:00,16854.05,16830.12,16858.51,16765.3,14251.27171,0.14218555779756947
2023-01-04 16:00:00,16858.85,16853.55,16897.0,16829.0,10314.19057,0.028479801590708398
2023-01-04 17:00:00,16893.24,16858.85,16940.0,16849.5,11064.92581,0.20398781648809372
2023-01-04 18:00:00,16948.04,16892.98,16985.91,16872.07,11575.12283,0.3243901110740133
2023-01-04 19:00:00,16842.36,16948.04,16991.87,16787.85,19122.11255,-0.6235529300143261
2023-01-04 20:00:00,16806.49,16842.32,16852.23,16777.0,10533.90467,-0.2129749037545703
2023-01-04 21:00:00,16826.81,16806.49,16832.73,16793.73,4532.62963,0.12090567393905349
2023-01-04 22:00:00,16826.68,16827.21,16853.71,16814.93,4037.94925,-0.0007725766202892892
2023-01-04 23:00:00,16850.36,16826.72,16869.56,16815.54,5842.8281,0.1407288900721948
2023-01-05 00:00:00,16828.45,16850.36,16878.18,16827.24,6623.10938,-0.1300268955678141
2023-01-05 01:00:00,16832.9,16828.09,16849.99,16807.72,5556.45206,0.02644331474379591
2023-01-05 02:00:00,16836.8,16833.37,16844.44,16823.3,4543.82321,0.02316891325913062
2023-01-05 03:00:00,16827.71,16836.8,16838.57,16818.86,5040.38256,-0.05398888149766856
2023-01-05 04:00:00,16836.41,16827.71,16842.85,16821.21,4379.90824,0.05170043933488966
2023-01-05 05:00:00,16844.12,16836.41,16849.37,16835.04,4515.36693,0.0457936103955614
2023-01-05 06:00:00,16817.13,16844.12,16845.8,16812.56,5572.14194,-0.16023395701287857
2023-01-05 07:00:00,16823.64,16817.34,16824.4,16789.87,6746.14124,0.038710529085506096
2023-01-05 08:00:00,16807.53,16823.05,16829.99,16792.85,6447.49843,-0.0957581117998263
2023-01-05 09:00:00,16807.12,16807.74,16814.23,16780.75,7782.61782,-0.0024393828242486038
2023-01-05 10:00:00,16825.08,16807.22,16837.59,16803.49,6356.79431,0.10685947384205807
2023-01-05 11:00:00,16833.6,16825.36,16839.0,16814.71,5709.31049,0.050638689385107405
2023-01-05 12:00:00,16822.13,16833.6,16834.7,16816.68,5387.18553,-0.0681375344548818
2023-01-05 13:00:00,16780.25,16822.13,16832.54,16777.86,9909.86762,-0.24895777169716693
2023-01-05 14:00:00,16829.59,16780.79,16837.0,16753.0,13999.13031,0.2940361436808203
2023-01-05 15:00:00,16842.94,16830.28,16879.82,16823.1,12667.05102,0.07932457059260933
2023-01-05 16:00:00,16838.28,16842.94,16865.21,16823.22,8528.81937,-0.027667378735540815
2023-01-05 17:00:00,16814.48,16837.96,16846.88,16811.82,6639.45914,-0.14134460289292328
2023-01-05 18:00:00,16841.93,16814.18,16847.59,16800.5,7720.01139,0.16325214933796683
2023-01-05 19:00:00,16863.85,16841.94,16875.5,16826.67,7269.1746,0.1301513543875199
2023-01-05 20:00:00,16859.02,16864.29,16873.52,16846.63,5979.34021,-0.02864114659463235
2023-01-05 21:00:00,16848.51,16859.02,16864.84,16834.17,5700.5171,-0.06234051564090182
2023-01-05 22:00:00,16837.85,16848.51,16857.96,16832.34,3566.0679,-0.06326968972329983
2023-01-05 23:00:00,16831.85,16838.09,16847.88,16818.91,6833.39561,-0.03563400315360621
2023-01-06 00:00:00,16859.78,16831.85,16872.57,16825.85,6280.9838,0.16593541411074053
2023-01-06 01:00:00,16827.8,16859.44,16863.16,16820.18,4845.69802,-0.18968219039631196
2023-01-06 02:00:00,16837.06,16827.45,16839.79,16802.01,7000.67909,0.055027989398515054
2023-01-06 03:00:00,16833.56,16836.65,16842.03,16826.46,4769.20542,-0.020787477148620503
2023-01-06 04:00:00,16822.99,16833.56,16837.87,16805.31,6236.39942,-0.06279123370219741
2023-01-06 05:00:00,16810.18,16823.24,16823.63,16792.12,6230.44034,-0.0761457981013014
2023-01-06 06:00:00,16786.86,16809.74,16816.45,16779.96,6529.22759,-0.13872546278504982
2023-01-06 07:00:00,16794.06,16786.6,16802.87,16780.15,5763.44917,0.04289068950358299
2023-01-06 08:00:00,16802.11,16794.33,16812.22,16791.47,5475.1394,0.047933614623252296
2023-01-06 09:00:00,16787.1,16802.11,16802.27,16762.5,7581.99164,-0.0893340181679636
2023-01-06 10:00:00,16767.06,16787.1,16802.98,16760.0,6268.17791,-0.11937737905890478
2023-01-06 11:00:00,16738.22,16767.15,16772.78,16709.88,10651.25261,-0.17200391720433306
2023-01-06 12:00:00,16731.02,16738.74,16749.0,16717.66,7194.28857,-0.04301532659984897
2023-01-06 13:00:00,16774.19,16730.65,16817.0,16679.0,18804.40486,0.258023718816891
2023-01-06 14:00:00,16748.82,16774.19,16791.49,16720.0,11361.10297,-0.15124426276320602
2023-01-06 15:00:00,16840.82,16748.82,16849.0,16748.26,15225.11473,0.549292427765069
2023-01-06 16:00:00,16827.21,16840.1,16854.0,16805.04,11411.79147,-0.0808155422360679
2023-01-06 17:00:00,16821.27,16827.21,16845.78,16811.63,8080.32447,-0.03529996951365799
2023-01-06 18:00:00,16850.45,16821.58,16864.15,16821.12,9135.64548,0.17347084970398274
2023-01-06 19:00:00,16939.91,16850.64,16965.41,16845.0,14143.93623,0.5309057028150432
2023-01-06 20:00:00,16897.48,16940.41,17041.0,16886.21,15953.02164,-0.25047358575104317
2023-01-06 21:00:00,16931.27,16897.96,16952.7,16889.27,7417.97543,0.19997064651060548
2023-01-06 22:00:00,16958.35,16931.27,16967.41,16930.68,5234.9501,0.15994074868570518
2023-01-06 23:00:00,16950.65,16958.35,16980.0,16942.1,5806.08379,-0.045405360780959025
2023-01-07 00:00:00,16978.18,16950.31,16979.38,16930.46,5467.28682,0.16241265084229184
2023-01-07 01:00:00,16950.02,16978.15,16981.91,16944.15,4267.6657,-0.16585994494109357
2023-01-07 02:00:00,16944.24,16950.02,16956.11,16936.26,4191.36187,-0.034100254748958836
2023-01-07 03:00:00,16952.46,16943.93,16958.06,16936.58,4016.68993,0.0485120607356615
2023-01-07 04:00:00,16938.27,16952.73,16954.45,16936.04,3778.01251,-0.08370466587149794
2023-01-07 05:00:00,16934.28,16937.85,16942.06,16932.37,3697.84857,-0.023556124680979007
2023-01-07 06:00:00,16933.29,16934.02,16936.89,16922.14,4212.49077,-0.005846129862019378
2023-01-07 07:00:00,16948.09,16933.56,16948.78,16931.94,3792.07998,0.08740179846915552
2023-01-07 08:00:00,16929.76,16948.18,16954.95,16926.99,4917.47697,-0.10815378016049149
2023-01-07 09:00:00,16928.51,16929.58,16933.95,16921.44,4343.09876,-0.007383447845688007
2023-01-07 10:00:00,16922.51,16928.78,16930.56,16912.18,4731.06815,-0.03544316658701252
2023-01-07 11:00:00,16918.3,16922.51,16925.9,16908.07,4945.07877,-0.02487810614382191
2023-01-07 12:00:00,16916.14,16918.3,16920.07,16908.0,5565.59897,-0.01276724020734532
2023-01-07 13:00:00,16919.34,16916.14,16936.58,16914.14,5503.13343,0.018916845095873214
2023-01-07 14:00:00,16937.92,16919.34,16947.7,16908.6,5735.37622,0.1098151582744844
2023-01-07 15:00:00,16940.42,16937.63,16947.64,16934.35,3845.98614,0.014759781602458055
2023-01-07 16:00:00,16922.79,16940.6,16940.61,16916.0,5124.97026,-0.10407061926444028
2023-01-07 17:00:00,16928.85,16922.79,16935.87,16918.85,4106.2368,0.03580969804624079
2023-01-07 18:00:00,16938.12,16928.85,16940.0,16928.22,3342.1124,0.05475859258012861
2023-01-07 19:00:00,16944.05,16938.12,16946.13,16935.23,3500.68036,0.03500978857158277
2023-01-07 20:00:00,16945.77,16944.05,16951.92,16937.04,4307.78731,0.010151055975415879
2023-01-07 21:00:00,16939.31,16945.44,16950.25,16937.0,3924.97772,-0.03812160792928676
2023-01-07 22:00:00,16936.31,16939.06,16941.69,16929.46,3605.78679,-0.017710284539329546
2023-01-07 23:00:00,16943.57,16936.31,16948.04,16931.05,3603.7636,0.042866480360825854
2023-01-08 00:00:00,16926.66,16943.83,16955.0,16911.0,6117.02466,-0.09980187174249977
2023-01-08 01:00:00,16929.82,16926.66,16936.0,16915.25,4392.91927,0.018668774584007508
2023-01-08 02:00:00,16931.18,16929.82,16934.0,16919.07,3389.34917,0.008033162786147408
2023-01-08 03:00:00,16944.02,16931.46,16944.62,16926.17,4396.50361,0.07583641541817343
2023-01-08 04:00:00,16934.75,16944.02,16944.99,16934.4,2924.6404,-0.054709567151123295
2023-01-08 05:00:00,16943.73,16934.95,16944.21,16933.54,3386.28009,0.053027059744015226
2023-01-08 06:00:00,16950.92,16943.73,16951.97,16933.26,4100.79008,0.04243457609391932
2023-01-08 07:00:00,16953.77,16950.92,16957.12,16943.16,4255.90012,0.01681324671465312
2023-01-08 08:00:00,16946.07,16953.77,16956.01,16940.01,4846.58066,-0.04541762687590989
2023-01-08 09:00:00,16935.6,16945.91,16967.67,16925.05,7110.82123,-0.06178423669913613
2023-01-08 10:00:00,16936.41,16935.6,16940.0,16933.14,3937.60336,0.004782824346349912
2023-01-08 11:00:00,16927.42,16936.41,16954.0,16926.3,4539.40504,-0.053080906756519664
2023-01-08 12:00:00,16923.75,16927.42,16932.51,16921.4,4218.20227,-0.02168079955479074
2023-01-08 13:00:00,16933.03,16924.01,16938.49,16920.37,4085.80873,0.054834182731355874
2023-01-08 14:00:00,16952.44,16933.32,16954.3,16931.25,5570.28633,0.11462803762822826
2023-01-08 15:00:00,17000.43,16952.44,17019.79,16938.0,9212.24098,0.2830860926214873
2023-01-08 16:00:00,16936.87,17000.43,17022.08,16916.1,10618.32869,-0.3738728961561688
2023-01-08 17:00:00,16928.5,16936.87,16952.03,16920.3,5335.0462,-0.04941881233072598
2023-01-08 18:00:00,16929.84,16928.89,16936.49,16919.94,3902.21677,0.007915645213696365
2023-01-08 19:00:00,16927.25,16930.03,16939.45,16923.84,3702.07617,-0.015298431644950039
2023-01-08 20:00:00,16966.67,16927.25,16982.43,16924.41,8747.8127,0.23287893780736812
2023-01-08 21:00:00,16957.46,16966.95,16988.02,16945.5,6021.89438,-0.054282896997459584
2023-01-08 22:00:00,16963.14,16957.28,16976.53,16952.67,4593.80115,0.03349558247520701
2023-01-08 23:00:00,17127.83,16963.27,17176.99,16962.95,15750.36489,0.9708697800053567
2023-01-09 00:00:00,17184.51,17127.83,17199.0,17104.66,16663.49596,0.330923415283757
2023-01-09 01:00:00,17175.02,17185.28,17230.0,17145.52,11243.36822,-0.055224152448907216
2023-01-09 02:00:00,17191.47,17175.02,17252.6,17161.7,14664.83212,0.09577863664786967
2023-01-09 03:00:00,17197.0,17191.47,17217.34,17176.72,8227.46784,0.032167115435721705
2023-01-09 04:00:00,17226.49,17197.0,17253.19,17194.32,11007.13679,0.1714833982671582
2023-01-09 05:00:00,17205.95,17227.11,17262.56,17200.6,8658.79449,-0.11923496893447849
2023-01-09 06:00:00,17189.24,17205.95,17220.59,17180.0,7006.60552,-0.09711756688819406
2023-01-09 07:00:00,17198.48,17189.25,17215.48,17183.92,6873.81205,0.05375455808400709
2023-01-09 08:00:00,17191.68,17198.01,17240.0,17186.95,8729.24544,-0.03953837781013325
2023-01-09 09:00:00,17238.38,17191.68,17270.0,17189.53,11688.66494,0.2716430273248527
2023-01-09 10:00:00,17264.5,17238.38,17285.48,17235.59,10364.82478,0.15152235882953669
2023-01-09 11:00:00,17238.93,17264.1,17278.87,17236.21,7685.46206,-0.14810738799270196
2023-01-09 12:00:00,17249.06,17239.47,17254.97,17228.85,7702.65742,0.05876234777912881
2023-01-09 13:00:00,17226.9,17249.4,17295.55,17190.74,11770.67245,-0.1284707688418929
2023-01-09 14:00:00,17264.25,17227.3,17276.13,17206.98,13182.45775,0.21681207878374575
2023-01-09 15:00:00,17268.49,17263.67,17335.35,17228.67,17858.24406,0.024559421926828584
2023-01-09 16:00:00,17327.84,17268.49,17357.7,17268.02,16193.72323,0.3436895756374625
2023-01-09 17:00:00,17356.96,17328.25,17375.77,17316.43,12553.81044,0.16805325995623566
2023-01-09 18:00:00,17350.71,17356.57,17398.8,17323.71,14266.71978,-0.0360086098026402
2023-01-09 19:00:00,17293.69,17351.1,17352.68,17293.34,9506.66121,-0.32863208479653183
2023-01-09 20:00:00,17221.29,17294.19,17313.3,17177.87,16784.2954,-0.41864980810918384
2023-01-09 21:00:00,17182.48,17221.29,17246.26,17165.04,10641.44945,-0.22536058564719408
2023-01-09 22:00:00,17204.83,17182.36,17222.32,17167.35,5444.24581,0.13007435480794083
2023-01-09 23:00:00,17178.26,17204.83,17205.57,17128.0,7492.88002,-0.15443337713888505
2023-01-10 00:00:00,17219.19,17179.04,17220.29,17178.19,7195.9706,0.23826627376695164
2023-01-10 01:00:00,17194.39,17219.19,17235.0,17188.31,8619.72528,-0.14402535775491776
2023-01-10 02:00:00,17185.94,17193.97,17215.0,17146.34,9620.79785,-0.04914393590003119
2023-01-10 03:00:00,17205.72,17185.73,17208.17,17172.47,5509.67537,0.11509408272112331
2023-01-10 04:00:00,17221.68,17205.31,17222.5,17196.04,6465.17667,0.09275984963139638
2023-01-10 05:00:00,17228.77,17222.05,17233.91,17207.05,5477.38412,0.04116903809616712
2023-01-10 06:00:00,17203.95,17228.66,17233.5,17189.15,7243.88623,-0.144061357833436
2023-01-10 07:00:00,17203.2,17203.95,17211.0,17192.0,6803.12603,-0.004359463960312837
2023-01-10 08:00:00,17256.34,17203.2,17270.69,17187.73,10065.10708,0.30889601934522837
2023-01-10 09:00:00,17247.71,17256.34,17277.87,17242.12,7103.67661,-0.050010604798012004
2023-01-10 10:00:00,17271.02,17247.71,17276.6,17233.48,6781.4259,0.1351483762192185
2023-01-10 11:00:00,17252.89,17271.02,17286.02,17250.95,7132.79462,-0.10497353369981477
2023-01-10 12:00:00,17224.15,17252.89,17257.19,17218.44,8319.09891,-0.1665807873347469
2023-01-10 13:00:00,17246.05,17224.15,17255.55,17212.14,8539.8137,0.1271470580550993
2023-01-10 14:00:00,17286.59,17246.45,17326.07,17220.0,21263.07475,0.23506831999211553
2023-01-10 15:00:00,17327.7,17287.01,17375.0,17271.38,19401.38074,0.23781439832841755
2023-01-10 16:00:00,17302.15,17327.7,17341.97,17282.0,10943.41192,-0.14745176797843484
2023-01-10 17:00:00,17325.97,17302.55,17339.29,17287.11,7038.14912,0.13767075190076472
2023-01-10 18:00:00,17433.95,17325.61,17443.95,17323.02,14841.37941,0.623226289783485
2023-01-10 19:00:00,17432.85,17433.7,17456.07,17398.28,10256.876,-0.006309528248060747
2023-01-10 20:00:00,17477.15,17432.85,17495.69,17405.3,12015.24942,0.25411794399654575
2023-01-10 21:00:00,17463.56,17477.95,17499.0,17448.75,7080.33103,-0.07775867346793142
2023-01-10 22:00:00,17428.08,17463.86,17464.56,17418.98,6677.99954,-0.2031659066078162
2023-01-10 23:00:00,17440.66,17428.08,17444.97,17403.73,6986.91491,0.07218236317481086
2023-01-11 00:00:00,17466.02,17440.64,17502.83,17428.37,8526.37461,0.1454073412359369
2023-01-11 01:00:00,17458.05,17466.02,17510.0,17436.03,8068.79008,-0.04563146040140742
2023-01-11 02:00:00,17388.2,17458.49,17462.7,17383.08,7948.58416,-0.40010195869526477
2023-01-11 03:00:00,17416.14,17387.67,17425.2,17366.58,7402.73595,0.1606836820372326
2023-01-11 04:00:00,17408.39,17416.49,17425.42,17391.0,5250.33415,-0.04449895326977815
2023-01-11 05:00:00,17406.3,17407.98,17436.73,17397.27,6119.31971,-0.012005705294981794
2023-01-11 06:00:00,17437.29,17406.16,17442.47,17388.0,9009.63417,0.17803898588442113
2023-01-11 07:00:00,17446.65,17436.89,17462.99,17426.07,9347.60277,0.0536780658003666
2023-01-11 08:00:00,17447.6,17447.02,17451.38,17408.68,8596.90944,0.005445171422580053
2023-01-11 09:00:00,17446.71,17447.95,17472.15,17439.7,8159.56219,-0.005100988101514048
2023-01-11 10:00:00,17441.24,17446.86,17459.0,17435.18,6172.66996,-0.0313526160519495
2023-01-11 11:00:00,17437.75,17441.24,17454.51,17427.86,7057.23375,-0.020010045157348166
2023-01-11 12:00:00,17418.56,17437.75,17437.75,17402.0,9151.50731,-0.11004860145373829
2023-01-11 13:00:00,17413.43,17418.56,17435.74,17383.48,9777.24374,-0.02945134385391457
2023-01-11 14:00:00,17413.97,17413.43,17435.87,17376.0,13585.06312,0.003101054760601407
2023-01-11 15:00:00,17332.43,17413.97,17437.71,17315.6,16548.57079,-0.46824474832563023
2023-01-11 16:00:00,17347.62,17331.9,17368.37,17320.42,9399.06698,0.08763918273433369
2023-01-11 17:00:00,17382.08,17347.79,17393.5,17342.51,7438.16925,0.19864396384059457
2023-01-11 18:00:00,17487.09,17382.05,17571.7,17380.76,23106.94112,0.6041279294537683
2023-01-11 19:00:00,17550.29,17486.44,17557.76,17468.57,15845.33763,0.3614094740748808
2023-01-11 20:00:00,17550.57,17549.62,17581.75,17508.86,13165.28391,0.0015954152324582083
2023-01-11 21:00:00,17558.6,17550.57,17571.38,17529.39,8702.05303,0.04575349974387244
2023-01-11 22:00:00,17556.41,17559.49,17597.0,17514.06,12547.23588,-0.012472520588191482
2023-01-11 23:00:00,17943.26,17556.41,18000.0,17550.87,31295.38283,2.2034687045927814
2023-01-12 00:00:00,18264.1,17943.26,18297.37,17907.25,29755.53326,1.7880808727065212
2023-01-12 01:00:00,18221.51,18264.1,18292.56,18140.58,23739.80084,-0.23318970001259265
2023-01-12 02:00:00,18207.54,18222.31,18385.71,18179.49,18968.39437,-0.07666763072872174
2023-01-12 03:00:00,18224.68,18206.85,18240.17,18196.83,10030.80424,0.09413682463419448
2023-01-12 04:00:00,18215.66,18224.68,18232.5,18197.46,7951.75735,-0.04949332443697774
2023-01-12 05:00:00,18087.54,18215.74,18241.43,18075.19,12286.65303,-0.7033508530571941
2023-01-12 06:00:00,18147.77,18087.54,18164.19,18085.3,9141.46584,0.3329916616632289
2023-01-12 07:00:00,18138.22,18147.25,18177.97,18117.3,7876.30717,-0.05262354548244419
2023-01-12 08:00:00,18151.52,18138.21,18152.17,18071.06,9012.78676,0.07332582800296805
2023-01-12 09:00:00,18164.67,18151.52,18173.72,18129.31,8167.69214,0.0724457235537157
2023-01-12 10:00:00,18185.6,18164.13,18218.0,18142.18,9055.0101,0.11522367320737636
2023-01-12 11:00:00,18200.8,18185.6,18222.59,18163.57,8018.64554,0.0835826148161134
2023-01-12 12:00:00,18268.94,18200.8,18279.86,18170.27,15008.40297,0.3743791481693126
2023-01-12 13:00:00,18284.91,18269.59,18380.47,17892.05,51231.61325,0.08741612813880639
2023-01-12 14:00:00,17998.56,18284.91,18356.58,17925.09,40174.44274,-1.566045444030073
2023-01-12 15:00:00,18086.62,17997.63,18142.8,17988.01,24291.99886,0.4892613631312548
2023-01-12 16:00:00,18134.55,18087.28,18144.0,18054.61,14946.27349,0.26500252672969626
